pop1	pop2	chromosome	window_pos_1	window_pos_2	avg_wc_fst	no_snps
pop_A	pop_B	chr2L	4301	4400	0.1676413255360624	22
pop_A	pop_B	chr2L	4401	4500	0.1745190420102081	23
pop_A	pop_B	chr2L	4501	4600	0.1697777777777777	24
pop_A	pop_B	chr2L	4601	4700	0.1850389382472304	18
pop_A	pop_B	chr2L	4701	4800	0.1528272044286278	24
pop_A	pop_B	chr2L	4801	4900	0.1923148666293601	31
pop_A	pop_B	chr2L	4901	5000	0.1816178785017311	21
pop_A	pop_B	chr2L	5001	5100	0.1981845688350982	26
pop_A	pop_B	chr2L	5101	5200	0.1923588441542739	18
pop_A	pop_B	chr2L	5201	5300	0.1634920634920634	13
pop_A	pop_B	chr2L	5301	5400	0.150585954709666	27
pop_A	pop_B	chr2L	5401	5500	0.1907644026003137	32
pop_A	pop_B	chr2L	5501	5600	0.1632242347208981	23
pop_A	pop_B	chr2L	5601	5700	0.1353677621283255	14
pop_A	pop_B	chr2L	5701	5800	0.1534925440071756	20
pop_A	pop_B	chr2L	5801	5900	0.1738655545626055	24
pop_A	pop_B	chr2L	5901	6000	0.1793010178660401	27
pop_A	pop_B	chr2L	6001	6100	0.1794688579254495	18
pop_A	pop_B	chr2L	6101	6200	0.1735735735735735	17
pop_A	pop_B	chr2L	6201	6300	0.189573881327284	24
pop_A	pop_B	chr2L	6301	6400	0.1947133855847548	26
pop_A	pop_B	chr2L	6401	6500	0.1433172302737519	30
pop_A	pop_B	chr2L	6501	6600	0.1651319828115407	21
pop_A	pop_B	chr2L	6601	6700	0.1490978157644824	24
pop_A	pop_B	chr2L	6701	6800	0.1760131598624195	32
pop_A	pop_B	chr2L	6801	6900	0.1284341588848287	21
pop_A	pop_B	chr2L	6901	7000	0.1926290309986726	30
pop_A	pop_B	chr2L	7001	7100	0.1664077870974422	20
pop_A	pop_B	chr2L	7101	7200	0.1991696711460722	18
pop_A	pop_B	chr2L	7201	7300	0.1686213187385978	25
pop_A	pop_B	chr2L	7301	7400	0.1927151738026442	25
pop_A	pop_B	chr2L	7401	7500	0.1678691678691678	27
pop_A	pop_B	chr2L	7501	7600	0.1870684243565599	22
pop_A	pop_B	chr2L	7601	7700	0.1735765616362631	18
pop_A	pop_B	chr2L	7701	7800	0.145189003436426	20
pop_A	pop_B	chr2L	7801	7900	0.1839420862125698	20
pop_A	pop_B	chr2L	7901	8000	0.1561036884777892	21
pop_A	pop_B	chr2L	8001	8100	0.1479099678456591	23
pop_A	pop_B	chr2L	8101	8200	0.1832913680676608	29
pop_A	pop_B	chr2L	8201	8300	0.1924572974801285	22
pop_A	pop_B	chr2L	8301	8400	0.1869918699186991	22
pop_A	pop_B	chr2L	8401	8500	0.1691016707874428	27
pop_A	pop_B	chr2L	8501	8600	0.1980169145523476	15
pop_A	pop_B	chr2L	8601	8700	0.1898711363431557	21
pop_A	pop_B	chr2L	8701	8800	0.1422842038100446	28
pop_A	pop_B	chr2L	8801	8900	0.1691016707874428	30
pop_A	pop_B	chr2L	8901	9000	0.1634738186462324	25
pop_A	pop_B	chr2L	9001	9100	0.1831591431324586	30
pop_A	pop_B	chr2L	9101	9200	0.1439246263807666	31
pop_A	pop_B	chr2L	9201	9300	0.1644601353339217	24
pop_A	pop_B	chr2L	9301	9400	0.1905534523165675	32
pop_A	pop_B	chr2L	9401	9500	0.1657121038564337	23
pop_A	pop_B	chr2L	9501	9600	0.1933431228585412	22
pop_A	pop_B	chr2L	9601	9700	0.170235995632821	24
pop_A	pop_B	chr2L	9701	9800	0.1543420553659461	27
pop_A	pop_B	chr2L	9801	9900	0.1095571095571095	17
pop_A	pop_B	chr2L	9901	10000	0.1914112388250319	25
pop_A	pop_B	chr2L	10001	10100	0.1491022638563622	21
pop_A	pop_B	chr2L	10101	10200	0.1632373113854595	21
pop_A	pop_B	chr2L	10201	10300	0.1905437352245862	24
pop_A	pop_B	chr2L	10301	10400	0.1704718417047184	20
pop_A	pop_B	chr2L	10401	10500	0.1768518518518518	24
pop_A	pop_B	chr2L	10501	10600	0.1961013645224171	25
pop_A	pop_B	chr2L	10601	10700	0.1905864197530863	26
pop_A	pop_B	chr2L	10701	10800	0.2016908212560386	16
pop_A	pop_B	chr2L	10801	10900	0.1777335104028331	19
pop_A	pop_B	chr2L	10901	11000	0.1737391474002536	23
pop_A	pop_B	chr2L	11001	11100	0.1402224030376999	29
pop_A	pop_B	chr2L	11101	11200	0.2094958394517865	23
pop_A	pop_B	chr2L	11201	11300	0.1623263888888888	19
pop_A	pop_B	chr2L	11301	11400	0.1362415046625572	28
pop_A	pop_B	chr2L	11401	11500	0.1816448801742919	16
pop_A	pop_B	chr2L	11501	11600	0.1741602067183461	25
pop_A	pop_B	chr2L	11601	11700	0.1357101304745283	25
pop_A	pop_B	chr2L	11701	11800	0.1626285811442658	22
pop_A	pop_B	chr2L	11801	11900	0.1906005221932114	25
pop_A	pop_B	chr2L	11901	12000	0.1733236504478334	21
pop_A	pop_B	chr2L	12001	12100	0.1854838709677419	24
pop_A	pop_B	chr2L	12101	12200	0.1719077568134172	20
pop_A	pop_B	chr2L	12201	12300	0.1889312977099236	22
pop_A	pop_B	chr2L	12301	12400	0.1714947856315179	33
pop_A	pop_B	chr2L	12401	12500	0.1626902976596227	18
pop_A	pop_B	chr2L	12501	12600	0.1580705373808821	25
pop_A	pop_B	chr2L	12601	12700	0.1393399129788814	25
pop_A	pop_B	chr2L	12701	12800	0.1793232081001865	20
pop_A	pop_B	chr2L	12801	12900	0.1926272066458982	28
pop_A	pop_B	chr2L	12901	13000	0.1725164858540735	30
pop_A	pop_B	chr2L	13001	13100	0.1892225930045729	17
pop_A	pop_B	chr2L	13101	13200	0.1807760141093473	25
pop_A	pop_B	chr2L	13201	13300	0.1516366065464261	34
pop_A	pop_B	chr2L	13301	13400	0.1624206668454456	29
pop_A	pop_B	chr2L	13401	13500	0.2016109926557687	25
pop_A	pop_B	chr2L	13501	13600	0.1734071235986944	30
pop_A	pop_B	chr2L	13601	13700	0.146641287968911	28
pop_A	pop_B	chr2L	13701	13800	0.1654040404040404	21
pop_A	pop_B	chr2L	13801	13900	0.1542172424525365	25
pop_A	pop_B	chr2L	13901	14000	0.1693548387096773	23
pop_A	pop_B	chr2L	14001	14100	0.1347905282331511	22
pop_A	pop_B	chr2L	14101	14200	0.1502724669806963	24
pop_A	pop_B	chr2L	14201	14300	0.1885661595205163	19
pop_A	pop_B	chr2L	14301	14400	0.1666666666666666	19
pop_A	pop_B	chr2L	14401	14500	0.1784390341649132	24
pop_A	pop_B	chr2L	14501	14600	0.1590563165905631	26
pop_A	pop_B	chr2L	14601	14700	0.1619962636776086	23
pop_A	pop_B	chr2L	14701	14800	0.1786167203199687	23
pop_A	pop_B	chr2L	14801	14900	0.1994040617893828	25
pop_A	pop_B	chr2L	14901	15000	0.1404066685940059	26
pop_A	pop_B	chr2L	15001	15100	0.1812865497076022	30
pop_A	pop_B	chr2L	15101	15200	0.1826875677807354	21
pop_A	pop_B	chr2L	15201	15300	0.2025243832472748	29
pop_A	pop_B	chr2L	15301	15400	0.1894353369763205	24
pop_A	pop_B	chr2L	15401	15500	0.1678160919540229	23
pop_A	pop_B	chr2L	15501	15600	0.1160372194854953	23
pop_A	pop_B	chr2L	15601	15700	0.14065602414423	31
pop_A	pop_B	chr2L	15701	15800	0.1691448139136702	27
pop_A	pop_B	chr2L	15801	15900	0.1375208184630025	24
pop_A	pop_B	chr2L	15901	16000	0.185600997950637	24
pop_A	pop_B	chr2L	16001	16100	0.1525423728813559	15
pop_A	pop_B	chr2L	16101	16200	0.1655658300308233	31
pop_A	pop_B	chr2L	16201	16300	0.1569664902998235	26
pop_A	pop_B	chr2L	16301	16400	0.167482859941234	24
pop_A	pop_B	chr2L	16401	16500	0.1756603967519785	19
pop_A	pop_B	chr2L	16501	16600	0.1903259726603574	20
pop_A	pop_B	chr2L	16601	16700	0.1724840023269342	31
pop_A	pop_B	chr2L	16701	16800	0.1841660632391985	23
pop_A	pop_B	chr2L	16801	16900	0.1367359798361688	27
pop_A	pop_B	chr2L	16901	17000	0.1825396825396824	22
pop_A	pop_B	chr2L	17001	17100	0.1857809552179524	23
pop_A	pop_B	chr2L	17101	17200	0.1969645486465058	21
pop_A	pop_B	chr2L	17201	17300	0.1767617558942295	33
pop_A	pop_B	chr2L	17301	17400	0.1743874819847642	29
pop_A	pop_B	chr2L	17401	17500	0.18204849800941	26
pop_A	pop_B	chr2L	17501	17600	0.1663440443928248	29
pop_A	pop_B	chr2L	17601	17700	0.1808198622194938	30
pop_A	pop_B	chr2L	17701	17800	0.1540867673058615	19
pop_A	pop_B	chr2L	17801	17900	0.1702930084131128	19
pop_A	pop_B	chr2L	17901	18000	0.1733211651076127	25
pop_A	pop_B	chr2L	18001	18100	0.1659807956104251	21
pop_A	pop_B	chr2L	18101	18200	0.1531685137823245	18
pop_A	pop_B	chr2L	18201	18300	0.1545702472068267	23
pop_A	pop_B	chr2L	18301	18400	0.1974474474474473	25
pop_A	pop_B	chr2L	18401	18500	0.21968461120174	17
pop_A	pop_B	chr2L	18501	18600	0.1699397748101597	25
pop_A	pop_B	chr2L	18601	18700	0.1689750692520775	18
pop_A	pop_B	chr2L	18701	18800	0.1814645695924234	25
pop_A	pop_B	chr2L	18801	18900	0.1633125990974509	20
pop_A	pop_B	chr2L	18901	19000	0.1755130927105448	21
pop_A	pop_B	chr2L	19001	19100	0.1654135338345864	30
pop_A	pop_B	chr2L	19101	19200	0.1884641180415828	19
pop_A	pop_B	chr2L	19201	19300	0.1538715535743767	26
pop_A	pop_B	chr2L	19301	19400	0.1703703703703703	25
pop_A	pop_B	chr2L	19401	19500	0.188095238095238	29
pop_A	pop_B	chr2L	19501	19600	0.1891891891891891	19
pop_A	pop_B	chr2L	19601	19700	0.173083975064173	21
pop_A	pop_B	chr2L	19701	19800	0.1319217055955759	30
pop_A	pop_B	chr2L	19801	19900	0.1898892461593425	25
pop_A	pop_B	chr2L	19901	20000	0.1638527094388165	30
pop_A	pop_B	chr2L	20001	20100	0.1538214515093127	30
pop_A	pop_B	chr2L	20101	20200	0.1692872117400418	19
pop_A	pop_B	chr2L	20201	20300	0.1878589007383101	25
pop_A	pop_B	chr2L	20301	20400	0.1860657090969125	26
pop_A	pop_B	chr2L	20401	20500	0.1990250462262565	24
pop_A	pop_B	chr2L	20501	20600	0.1662164595714027	25
pop_A	pop_B	chr2L	20601	20700	0.1593921758810216	22
pop_A	pop_B	chr2L	20701	20800	0.2040350489654664	25
pop_A	pop_B	chr2L	20801	20900	0.1417055967756709	30
pop_A	pop_B	chr2L	20901	21000	0.1804788213627992	23
pop_A	pop_B	chr2L	21001	21100	0.1658119658119657	20
pop_A	pop_B	chr2L	21101	21200	0.1535802469135802	23
pop_A	pop_B	chr2L	21201	21300	0.1690990465071025	35
pop_A	pop_B	chr2L	21301	21400	0.1785991785991785	21
pop_A	pop_B	chr2L	21401	21500	0.1257755217146079	32
pop_A	pop_B	chr2L	21501	21600	0.2158685882535254	24
pop_A	pop_B	chr2L	21601	21700	0.1851212731281756	25
pop_A	pop_B	chr2L	21701	21800	0.172029172029172	28
pop_A	pop_B	chr2L	21801	21900	0.1738879260543038	13
pop_A	pop_B	chr2L	21901	22000	0.1889838556505222	23
pop_A	pop_B	chr2L	22001	22100	0.1580003648969165	24
pop_A	pop_B	chr2L	22101	22200	0.1765014424337791	30
pop_A	pop_B	chr2L	22201	22300	0.2016129032258064	21
pop_A	pop_B	chr2L	22301	22400	0.1452991452991452	33
pop_A	pop_B	chr2L	22401	22500	0.180064308681672	24
pop_A	pop_B	chr2L	22501	22600	0.1749174917491748	31
pop_A	pop_B	chr2L	22601	22700	0.1725090291055874	20
pop_A	pop_B	chr2L	22701	22800	0.1666666666666666	22
pop_A	pop_B	chr2L	22801	22900	0.1859066859066858	20
pop_A	pop_B	chr2L	22901	23000	0.1636363636363636	22
pop_A	pop_B	chr2L	23001	23100	0.1553793635062217	23
pop_A	pop_B	chr2L	23101	23200	0.156914558953064	22
pop_A	pop_B	chr2L	23201	23300	0.1907514450867051	19
pop_A	pop_B	chr2L	23301	23400	0.1683433936955063	21
pop_A	pop_B	chr2L	23401	23500	0.1678726483357452	26
pop_A	pop_B	chr2L	23501	23600	0.1859008767221326	23
pop_A	pop_B	chr2L	23601	23700	0.1508515815085157	31
pop_A	pop_B	chr2L	23701	23800	0.1302083333333333	20
pop_A	pop_B	chr2L	23801	23900	0.161443494776828	22
pop_A	pop_B	chr2L	23901	24000	0.1747665332570992	22
pop_A	pop_B	chr2L	24001	24100	0.1909620991253643	26
pop_A	pop_B	chr2L	24101	24200	0.1622922134733158	13
pop_A	pop_B	chr2L	24201	24300	0.1842475386779183	19
pop_A	pop_B	chr2L	24301	24400	0.1935353535353534	25
pop_A	pop_B	chr2L	24401	24500	0.1768874352684655	28
pop_A	pop_B	chr2L	24501	24600	0.1448412698412698	25
pop_A	pop_B	chr2L	24601	24700	0.1746525079858413	26
pop_A	pop_B	chr2L	24701	24800	0.1785559878945092	32
pop_A	pop_B	chr2L	24801	24900	0.1720529393659586	27
pop_A	pop_B	chr2L	24901	25000	0.1791101922046098	25
pop_A	pop_B	chr2L	25001	25100	0.1797693920335429	24
pop_A	pop_B	chr2L	25101	25200	0.1699346405228757	23
pop_A	pop_B	chr2L	25201	25300	0.1786994367639528	19
pop_A	pop_B	chr2L	25301	25400	0.1637370832001703	23
pop_A	pop_B	chr2L	25401	25500	0.1712204007285973	23
pop_A	pop_B	chr2L	25501	25600	0.1739941380229149	27
pop_A	pop_B	chr2L	25601	25700	0.1772330233868695	25
pop_A	pop_B	chr2L	25701	25800	0.167614713689799	25
pop_A	pop_B	chr2L	25801	25900	0.1846982561855198	22
pop_A	pop_B	chr2L	25901	26000	0.1604726510386887	24
pop_A	pop_B	chr2L	26001	26100	0.1837096060203629	25
pop_A	pop_B	chr2L	26101	26200	0.1747747747747747	17
pop_A	pop_B	chr2L	26201	26300	0.2018284106891701	24
pop_A	pop_B	chr2L	26301	26400	0.1822991822991822	20
pop_A	pop_B	chr2L	26401	26500	0.1469709318120075	25
pop_A	pop_B	chr2L	26501	26600	0.1313340227507755	23
pop_A	pop_B	chr2L	26601	26700	0.1375208184630025	23
pop_A	pop_B	chr2L	26701	26800	0.1602830670460348	31
pop_A	pop_B	chr2L	26801	26900	0.1710758377425044	21
pop_A	pop_B	chr2L	26901	27000	0.2187367168239394	22
pop_A	pop_B	chr2L	27001	27100	0.1725455614344502	29
pop_A	pop_B	chr2L	27101	27200	0.1789691789691789	27
pop_A	pop_B	chr2L	27201	27300	0.1846935431006227	22
pop_A	pop_B	chr2L	27301	27400	0.1379310344827586	16
pop_A	pop_B	chr2L	27401	27500	0.176229125851292	24
pop_A	pop_B	chr2L	27501	27600	0.1693075962738884	24
pop_A	pop_B	chr2L	27601	27700	0.2030905077262692	25
pop_A	pop_B	chr2L	27701	27800	0.1099374021909233	24
pop_A	pop_B	chr2L	27801	27900	0.158453373768006	31
pop_A	pop_B	chr2L	27901	28000	0.1518161456811763	24
pop_A	pop_B	chr2L	28001	28100	0.1670946755692518	24
pop_A	pop_B	chr2L	28101	28200	0.1492439184746877	20
pop_A	pop_B	chr2L	28201	28300	0.1779788838612367	34
pop_A	pop_B	chr2L	28301	28400	0.1942028985507245	22
pop_A	pop_B	chr2L	28401	28500	0.1514826723829939	26
pop_A	pop_B	chr2L	28501	28600	0.1625490941340427	22
pop_A	pop_B	chr2L	28601	28700	0.1154261057173678	23
pop_A	pop_B	chr2L	28701	28800	0.1752996140564696	20
pop_A	pop_B	chr2L	28801	28900	0.1417165668662673	26
pop_A	pop_B	chr2L	28901	29000	0.1820377689942907	20
pop_A	pop_B	chr2L	29001	29100	0.1708723864455659	26
pop_A	pop_B	chr2L	29101	29200	0.1587648918064672	18
pop_A	pop_B	chr2L	29201	29300	0.1361639824304538	19
pop_A	pop_B	chr2L	29301	29400	0.1762990732062897	25
pop_A	pop_B	chr2L	29401	29500	0.1481197237145049	24
pop_A	pop_B	chr2L	29501	29600	0.1471234079929732	26
pop_A	pop_B	chr2L	29601	29700	0.1788713141964459	22
pop_A	pop_B	chr2L	29701	29800	0.1520882584712372	16
pop_A	pop_B	chr2L	29801	29900	0.1321820354078418	24
pop_A	pop_B	chr2L	29901	30000	0.1852342083976762	30
pop_A	pop_B	chr2L	30001	30100	0.1974176010873257	29
pop_A	pop_B	chr2L	30101	30200	0.1551882460973369	17
pop_A	pop_B	chr2L	30201	30300	0.1569200779727094	26
pop_A	pop_B	chr2L	30301	30400	0.1654946085325832	29
pop_A	pop_B	chr2L	30401	30500	0.1719658119658119	30
pop_A	pop_B	chr2L	30501	30600	0.1426712217341792	15
pop_A	pop_B	chr2L	30601	30700	0.1462488129154795	22
pop_A	pop_B	chr2L	30701	30800	0.1070438158624514	25
pop_A	pop_B	chr2L	30801	30900	0.1961651917404129	26
pop_A	pop_B	chr2L	30901	31000	0.1848005275304977	29
pop_A	pop_B	chr2L	31001	31100	0.1515401540154015	19
pop_A	pop_B	chr2L	31101	31200	0.186826245649775	24
pop_A	pop_B	chr2L	31201	31300	0.1230620155038759	22
pop_A	pop_B	chr2L	31301	31400	0.1603924252794888	18
pop_A	pop_B	chr2L	31401	31500	0.1666666666666666	24
pop_A	pop_B	chr2L	31501	31600	0.1381318425343582	26
pop_A	pop_B	chr2L	31601	31700	0.1641600583356119	22
pop_A	pop_B	chr2L	31701	31800	0.1620318872821653	19
pop_A	pop_B	chr2L	31801	31900	0.1843670348343245	26
pop_A	pop_B	chr2L	31901	32000	0.1866490996925779	24
pop_A	pop_B	chr2L	32001	32100	0.1566265060240963	23
pop_A	pop_B	chr2L	32101	32200	0.188745122201684	32
pop_A	pop_B	chr2L	32201	32300	0.1484272216242076	21
pop_A	pop_B	chr2L	32301	32400	0.1629752676264303	25
pop_A	pop_B	chr2L	32401	32500	0.1685563114134542	21
pop_A	pop_B	chr2L	32501	32600	0.1487085434815833	17
pop_A	pop_B	chr2L	32601	32700	0.1875314228255404	22
pop_A	pop_B	chr2L	32701	32800	0.1746525079858412	24
pop_A	pop_B	chr2L	32801	32900	0.1862170087976539	28
pop_A	pop_B	chr2L	32901	33000	0.1862955032119914	18
pop_A	pop_B	chr2L	33001	33100	0.139812666494801	25
pop_A	pop_B	chr2L	33101	33200	0.1764593484283939	22
pop_A	pop_B	chr2L	33201	33300	0.1634787044121397	24
pop_A	pop_B	chr2L	33301	33400	0.1596638655462184	17
pop_A	pop_B	chr2L	33401	33500	0.1757335970985822	22
pop_A	pop_B	chr2L	33501	33600	0.1617440225035161	29
pop_A	pop_B	chr2L	33601	33700	0.1936607453848833	24
pop_A	pop_B	chr2L	33701	33800	0.1728645481180977	29
pop_A	pop_B	chr2L	33801	33900	0.1675203168749572	31
pop_A	pop_B	chr2L	33901	34000	0.1545149585815019	36
pop_A	pop_B	chr2L	34001	34100	0.1607320621793399	24
pop_A	pop_B	chr2L	34101	34200	0.1757696127110228	21
pop_A	pop_B	chr2L	34201	34300	0.1762858264625048	27
pop_A	pop_B	chr2L	34301	34400	0.1757194587383265	27
pop_A	pop_B	chr2L	34401	34500	0.1780406430087958	22
pop_A	pop_B	chr2L	34501	34600	0.2106223097687313	25
pop_A	pop_B	chr2L	34601	34700	0.1533161068044788	25
pop_A	pop_B	chr2L	34701	34800	0.1461236155769917	27
pop_A	pop_B	chr2L	34801	34900	0.1731507417781927	22
pop_A	pop_B	chr2L	34901	35000	0.1747381683597132	26
pop_A	pop_B	chr2L	35001	35100	0.1462198284460402	18
pop_A	pop_B	chr2L	35101	35200	0.1802105693550035	22
pop_A	pop_B	chr2L	35201	35300	0.1416211293260473	22
pop_A	pop_B	chr2L	35301	35400	0.156242335050282	21
pop_A	pop_B	chr2L	35401	35500	0.1711366538952745	18
pop_A	pop_B	chr2L	35501	35600	0.1242784992784992	25
pop_A	pop_B	chr2L	35601	35700	0.1727655799512086	21
pop_A	pop_B	chr2L	35701	35800	0.1860105230578767	25
pop_A	pop_B	chr2L	35801	35900	0.1819181918191819	23
pop_A	pop_B	chr2L	35901	36000	0.1934536914721855	24
pop_A	pop_B	chr2L	36001	36100	0.18005133846718	33
pop_A	pop_B	chr2L	36101	36200	0.1349533852972642	15
pop_A	pop_B	chr2L	36201	36300	0.1501627150162715	21
pop_A	pop_B	chr2L	36301	36400	0.1530550514216575	27
pop_A	pop_B	chr2L	36401	36500	0.1823657567602204	20
pop_A	pop_B	chr2L	36501	36600	0.144927536231884	25
pop_A	pop_B	chr2L	36601	36700	0.1492242007705925	20
pop_A	pop_B	chr2L	36701	36800	0.176336146272855	30
pop_A	pop_B	chr2L	36801	36900	0.1434561245881999	27
pop_A	pop_B	chr2L	36901	37000	0.1896810104902589	21
pop_A	pop_B	chr2L	37001	37100	0.1922027290448343	26
pop_A	pop_B	chr2L	37101	37200	0.2098765432098765	25
pop_A	pop_B	chr2L	37201	37300	0.1861948031245018	26
pop_A	pop_B	chr2L	37301	37400	0.1843829388955743	18
pop_A	pop_B	chr2L	37401	37500	0.158019887591872	20
pop_A	pop_B	chr2L	37501	37600	0.1432703760421983	29
pop_A	pop_B	chr2L	37601	37700	0.2019774011299434	25
pop_A	pop_B	chr2L	37701	37800	0.15603532875368	23
pop_A	pop_B	chr2L	37801	37900	0.1440016866961838	31
pop_A	pop_B	chr2L	37901	38000	0.175395358389813	23
pop_A	pop_B	chr2L	38001	38100	0.1920970266040688	21
pop_A	pop_B	chr2L	38101	38200	0.1729619137551148	26
pop_A	pop_B	chr2L	38201	38300	0.1960531960531959	23
pop_A	pop_B	chr2L	38301	38400	0.1721935642348317	25
pop_A	pop_B	chr2L	38401	38500	0.1969315593911063	19
pop_A	pop_B	chr2L	38501	38600	0.1490796954803892	28
pop_A	pop_B	chr2L	38601	38700	0.1672880934625901	19
pop_A	pop_B	chr2L	38701	38800	0.1569854036341972	25
pop_A	pop_B	chr2L	38801	38900	0.1974855090211445	24
pop_A	pop_B	chr2L	38901	39000	0.1754650578179989	12
pop_A	pop_B	chr2L	39001	39100	0.1635101010101009	23
pop_A	pop_B	chr2L	39101	39200	0.1785333720817591	23
pop_A	pop_B	chr2L	39201	39300	0.1454324839660252	29
pop_A	pop_B	chr2L	39301	39400	0.1698232323232322	25
pop_A	pop_B	chr2L	39401	39500	0.1507188422355516	28
pop_A	pop_B	chr2L	39501	39600	0.1590678824721378	23
pop_A	pop_B	chr2L	39601	39700	0.1482067510548523	25
pop_A	pop_B	chr2L	39701	39800	0.1661852493741574	26
pop_A	pop_B	chr2L	39801	39900	0.1449232874034984	24
pop_A	pop_B	chr2L	39901	40000	0.1617380332781326	32
pop_A	pop_B	chr2L	40001	40100	0.1576300487191575	27
pop_A	pop_B	chr2L	40101	40200	0.1943187531422825	17
pop_A	pop_B	chr2L	40201	40300	0.1655254268237012	25
pop_A	pop_B	chr2L	40301	40400	0.1432609079667903	28
pop_A	pop_B	chr2L	40401	40500	0.1471338103462455	22
pop_A	pop_B	chr2L	40501	40600	0.1807909604519773	27
pop_A	pop_B	chr2L	40601	40700	0.1539961013645223	22
pop_A	pop_B	chr2L	40701	40800	0.1644182814160738	30
pop_A	pop_B	chr2L	40801	40900	0.1504314562761319	26
pop_A	pop_B	chr2L	40901	41000	0.1969315593911063	16
pop_A	pop_B	chr2L	41001	41100	0.1730148925948802	30
pop_A	pop_B	chr2L	41101	41200	0.1374798711755233	28
pop_A	pop_B	chr2L	41201	41300	0.1404151404151404	18
pop_A	pop_B	chr2L	41301	41400	0.1713580246913579	22
pop_A	pop_B	chr2L	41401	41500	0.1784325762226314	24
pop_A	pop_B	chr2L	41501	41600	0.2018779342723003	23
pop_A	pop_B	chr2L	41601	41700	0.1689068100358422	21
pop_A	pop_B	chr2L	41701	41800	0.1707562602239838	20
pop_A	pop_B	chr2L	41801	41900	0.1763898421413863	27
pop_A	pop_B	chr2L	41901	42000	0.1504605936540429	19
pop_A	pop_B	chr2L	42001	42100	0.1596045197740112	18
pop_A	pop_B	chr2L	42101	42200	0.1939146230699364	28
pop_A	pop_B	chr2L	42201	42300	0.1609438281387568	24
pop_A	pop_B	chr2L	42301	42400	0.1787020989793953	21
pop_A	pop_B	chr2L	42401	42500	0.136438434571081	33
pop_A	pop_B	chr2L	42501	42600	0.1723822588020118	22
pop_A	pop_B	chr2L	42601	42700	0.1683962916839629	19
pop_A	pop_B	chr2L	42701	42800	0.1882293252156265	19
pop_A	pop_B	chr2L	42801	42900	0.1456396635679504	26
pop_A	pop_B	chr2L	42901	43000	0.1734786557674841	14
pop_A	pop_B	chr2L	43001	43100	0.1883304448295782	24
pop_A	pop_B	chr2L	43101	43200	0.1891891891891891	19
pop_A	pop_B	chr2L	43201	43300	0.1745468873128447	22
pop_A	pop_B	chr2L	43301	43400	0.1937069813176007	27
pop_A	pop_B	chr2L	43401	43500	0.1608888888888888	29
pop_A	pop_B	chr2L	43501	43600	0.1147961227269085	32
