pop	chromosome	window_pos_1	window_pos_2	avg_pi	no_sites	count_diffs	count_comparisons	count_missing
pop_B	chr2L	8601	8700	0.0845903418339663	97	1559	18430	0
pop_A	chr2L	8701	8800	0.029196675900277	95	527	18050	0
pop_B	chr2L	8701	8800	0.0803324099722991	95	1450	18050	0
pop_A	chr2L	8801	8900	0.0378187737384698	97	697	18430	0
pop_B	chr2L	8801	8900	0.0890396093326098	97	1641	18430	0
pop_A	chr2L	8901	9000	0.0240601503759398	98	448	18620	0
pop_B	chr2L	8901	9000	0.0651987110633727	98	1214	18620	0
pop_A	chr2L	9001	9100	0.0381443298969072	97	703	18430	0
pop_B	chr2L	9001	9100	0.0878459034183396	97	1619	18430	0
pop_A	chr2L	9101	9200	0.0320175438596491	96	584	18240	0
pop_B	chr2L	9101	9200	0.0896929824561403	96	1636	18240	0
pop_A	chr2L	9201	9300	0.0231259968102073	99	435	18810	0
pop_B	chr2L	9201	9300	0.0724614566719829	99	1363	18810	0
pop_B	chr2L	9301	9400	0.1236576289207868	99	2326	18810	0
pop_A	chr2L	9301	9400	0.0278575225943647	99	524	18810	0
pop_A	chr2L	9401	9500	0.0169590643274853	99	319	18810	0
pop_B	chr2L	9401	9500	0.0812333864965444	99	1528	18810	0
pop_A	chr2L	9501	9600	0.0265263157894736	100	504	19000	0
pop_B	chr2L	9501	9600	0.0650526315789473	100	1236	19000	0
pop_A	chr2L	9601	9700	0.0264243081931633	97	487	18430	0
pop_B	chr2L	9601	9700	0.0864894194248507	97	1594	18430	0
pop_A	chr2L	9701	9800	0.0332236842105263	96	606	18240	0
pop_B	chr2L	9701	9800	0.0956140350877193	96	1744	18240	0
pop_A	chr2L	9801	9900	0.022313596491228	96	407	18240	0
pop_B	chr2L	9801	9900	0.043969298245614	96	802	18240	0
pop_A	chr2L	9901	10000	0.0220095693779904	99	414	18810	0
pop_B	chr2L	9901	10000	0.0917065390749601	99	1725	18810	0
pop_B	chr2L	10001	10100	0.0675438596491228	96	1232	18240	0
pop_A	chr2L	10001	10100	0.0083333333333333	96	152	18240	0
pop_A	chr2L	10101	10200	0.0238171185539606	99	448	18810	0
pop_B	chr2L	10101	10200	0.0649654439128123	99	1222	18810	0
pop_A	chr2L	10201	10300	0.0234156820622986	98	436	18620	0
pop_B	chr2L	10201	10300	0.0734156820622986	98	1367	18620	0
pop_A	chr2L	10301	10400	0.0195263157894736	100	371	19000	0
pop_B	chr2L	10301	10400	0.0528947368421052	100	1005	19000	0
pop_A	chr2L	10401	10500	0.0278575225943647	99	524	18810	0
pop_B	chr2L	10401	10500	0.0716108452950558	99	1347	18810	0
pop_A	chr2L	10501	10600	0.0260526315789473	100	495	19000	0
pop_B	chr2L	10501	10600	0.0882631578947368	100	1677	19000	0
pop_A	chr2L	10601	10700	0.0212137486573576	98	395	18620	0
pop_B	chr2L	10601	10700	0.0980128893662728	98	1825	18620	0
pop_B	chr2L	10701	10800	0.0574064026044492	97	1058	18430	0
pop_A	chr2L	10701	10800	0.01828540423223	97	337	18430	0
pop_B	chr2L	10801	10900	0.0588947368421052	100	1119	19000	0
pop_A	chr2L	10801	10900	0.0235263157894736	100	447	19000	0
pop_A	chr2L	10901	11000	0.0241138560687432	98	449	18620	0
pop_B	chr2L	10901	11000	0.0716970998925886	98	1335	18620	0
pop_A	chr2L	11001	11100	0.0228249194414607	98	425	18620	0
pop_B	chr2L	11001	11100	0.0853383458646616	98	1589	18620	0
pop_A	chr2L	11101	11200	0.0189792663476874	99	357	18810	0
pop_B	chr2L	11101	11200	0.0898989898989899	99	1691	18810	0
pop_A	chr2L	11201	11300	0.0103092783505154	97	190	18430	0
pop_B	chr2L	11201	11300	0.0561041779706999	97	1034	18430	0
pop_A	chr2L	11301	11400	0.0325456498388829	98	606	18620	0
pop_B	chr2L	11301	11400	0.0911385606874328	98	1697	18620	0
pop_A	chr2L	11401	11500	0.0131578947368421	98	245	18620	0
pop_B	chr2L	11401	11500	0.055048335123523	98	1025	18620	0
pop_B	chr2L	11501	11600	0.0709978070175438	96	1295	18240	0
pop_A	chr2L	11501	11600	0.0216008771929824	96	394	18240	0
pop_A	chr2L	11601	11700	0.0361976369495166	98	674	18620	0
pop_B	chr2L	11601	11700	0.0814178302900107	98	1516	18620	0
pop_A	chr2L	11701	11800	0.0361509835194045	99	680	18810	0
pop_B	chr2L	11701	11800	0.0740031897926634	99	1392	18810	0
pop_A	chr2L	11801	11900	0.0175986842105263	96	321	18240	0
pop_B	chr2L	11801	11900	0.0791666666666666	96	1444	18240	0
pop_A	chr2L	11901	12000	0.0141074335322843	97	260	18430	0
pop_B	chr2L	11901	12000	0.0640260444926749	97	1180	18430	0
pop_A	chr2L	12001	12100	0.0260526315789473	100	495	19000	0
pop_B	chr2L	12001	12100	0.0750526315789473	100	1426	19000	0
pop_A	chr2L	12101	12200	0.022610096670247	98	421	18620	0
pop_B	chr2L	12101	12200	0.0667561761546724	98	1243	18620	0
pop_A	chr2L	12201	12300	0.0206140350877193	96	376	18240	0
pop_B	chr2L	12201	12300	0.0680372807017543	96	1241	18240	0
pop_B	chr2L	12301	12400	0.1143787303309821	97	2108	18430	0
pop_A	chr2L	12301	12400	0.0327183939229517	97	603	18430	0
pop_B	chr2L	12401	12500	0.0626794258373205	99	1179	18810	0
pop_A	chr2L	12401	12500	0.0200425305688463	99	377	18810	0
pop_A	chr2L	12501	12600	0.0225176342919153	97	415	18430	0
pop_B	chr2L	12501	12600	0.0755290287574606	97	1392	18430	0
pop_A	chr2L	12601	12700	0.0197767145135566	99	372	18810	0
pop_B	chr2L	12601	12700	0.0709728867623604	99	1335	18810	0
pop_A	chr2L	12701	12800	0.0289202387411828	97	533	18430	0
pop_B	chr2L	12701	12800	0.0766142159522517	97	1412	18430	0
pop_A	chr2L	12801	12900	0.0331206804891015	99	623	18810	0
pop_B	chr2L	12801	12900	0.0715045188729399	99	1345	18810	0
pop_A	chr2L	12901	13000	0.0404210526315789	100	768	19000	0
pop_B	chr2L	12901	13000	0.0888947368421052	100	1689	19000	0
pop_A	chr2L	13001	13100	0.0169473684210526	100	322	19000	0
pop_B	chr2L	13001	13100	0.0560526315789473	100	1065	19000	0
pop_A	chr2L	13101	13200	0.0188947368421052	100	359	19000	0
pop_B	chr2L	13101	13200	0.0844210526315789	100	1604	19000	0
pop_B	chr2L	13201	13300	0.1003684210526315	100	1907	19000	0
pop_A	chr2L	13201	13300	0.0266315789473684	100	506	19000	0
pop_A	chr2L	13301	13400	0.0278195488721804	98	518	18620	0
pop_B	chr2L	13301	13400	0.0781954887218045	98	1456	18620	0
pop_A	chr2L	13401	13500	0.0263694951664876	98	491	18620	0
pop_B	chr2L	13401	13500	0.08796992481203	98	1638	18620	0
pop_A	chr2L	13501	13600	0.0231259968102073	99	435	18810	0
pop_B	chr2L	13501	13600	0.1074960127591706	99	2022	18810	0
pop_A	chr2L	13601	13700	0.0266879319510898	99	502	18810	0
pop_B	chr2L	13601	13700	0.0940457203615098	99	1769	18810	0
pop_A	chr2L	13701	13800	0.0152524167561761	98	284	18620	0
pop_B	chr2L	13701	13800	0.0596133190118152	98	1110	18620	0
pop_A	chr2L	13801	13900	0.0358111774281063	97	660	18430	0
pop_B	chr2L	13801	13900	0.088171459576777	97	1625	18430	0
pop_B	chr2L	13901	14000	0.0825109649122807	96	1505	18240	0
pop_A	chr2L	13901	14000	0.0247258771929824	96	451	18240	0
pop_B	chr2L	14001	14100	0.052094522019334	98	970	18620	0
pop_A	chr2L	14001	14100	0.0233082706766917	98	434	18620	0
pop_A	chr2L	14101	14200	0.0322300596852957	97	594	18430	0
pop_B	chr2L	14101	14200	0.072924579489962	97	1344	18430	0
pop_A	chr2L	14201	14300	0.0180526315789473	100	343	19000	0
pop_B	chr2L	14201	14300	0.0600526315789473	100	1141	19000	0
pop_A	chr2L	14301	14400	0.0183396635919696	97	338	18430	0
pop_B	chr2L	14301	14400	0.0612045577862181	97	1128	18430	0
pop_A	chr2L	14401	14500	0.0170247046186895	98	317	18620	0
pop_B	chr2L	14401	14500	0.076047261009667	98	1416	18620	0
pop_A	chr2L	14501	14600	0.0164948453608247	97	304	18430	0
pop_B	chr2L	14501	14600	0.0848616386326641	97	1564	18430	0
pop_A	chr2L	14601	14700	0.0302900107411385	98	564	18620	0
pop_B	chr2L	14601	14700	0.0765843179377014	98	1426	18620	0
pop_A	chr2L	14701	14800	0.0252519596864501	94	451	17860	0
pop_B	chr2L	14701	14800	0.0741881298992161	94	1325	17860	0
pop_B	chr2L	14801	14900	0.0917525773195876	97	1691	18430	0
pop_A	chr2L	14801	14900	0.0254476397178513	97	469	18430	0
pop_A	chr2L	14901	15000	0.0257189365165491	97	474	18430	0
pop_B	chr2L	14901	15000	0.0760716223548562	97	1402	18430	0
pop_A	chr2L	15001	15100	0.0450895279435702	97	831	18430	0
pop_B	chr2L	15001	15100	0.1005425935973955	97	1853	18430	0
pop_A	chr2L	15101	15200	0.0302363050483351	98	563	18620	0
pop_B	chr2L	15101	15200	0.0632653061224489	98	1178	18620	0
pop_A	chr2L	15201	15300	0.0322169059011164	99	606	18810	0
pop_B	chr2L	15201	15300	0.1078149920255183	99	2028	18810	0
pop_A	chr2L	15301	15400	0.0233619763694951	98	435	18620	0
pop_B	chr2L	15301	15400	0.0573576799140708	98	1068	18620	0
pop_A	chr2L	15401	15500	0.0383995703544575	98	715	18620	0
pop_B	chr2L	15401	15500	0.0843179377013963	98	1570	18620	0
pop_B	chr2L	15501	15600	0.0544763971785132	97	1004	18430	0
pop_A	chr2L	15501	15600	0.0195333695062398	97	360	18430	0
pop_A	chr2L	15601	15700	0.0312068048910154	99	587	18810	0
pop_B	chr2L	15601	15700	0.0901648059542796	99	1696	18810	0
pop_A	chr2L	15701	15800	0.0257309941520467	99	484	18810	0
pop_B	chr2L	15701	15800	0.077511961722488	99	1458	18810	0
pop_A	chr2L	15801	15900	0.0278947368421052	100	530	19000	0
pop_B	chr2L	15801	15900	0.0527894736842105	100	1003	19000	0
pop_A	chr2L	15901	16000	0.0253185595567867	95	457	18050	0
pop_B	chr2L	15901	16000	0.0814404432132964	95	1470	18050	0
pop_A	chr2L	16001	16100	0.0142159522517634	97	262	18430	0
pop_B	chr2L	16001	16100	0.042430819316332	97	782	18430	0
pop_A	chr2L	16101	16200	0.0259935553168635	98	484	18620	0
pop_B	chr2L	16101	16200	0.1026852846401718	98	1912	18620	0
pop_B	chr2L	16201	16300	0.0881172002170374	97	1624	18430	0
pop_A	chr2L	16201	16300	0.0215952251763429	97	398	18430	0
pop_A	chr2L	16301	16400	0.019172932330827	98	357	18620	0
pop_B	chr2L	16301	16400	0.0675080558539205	98	1257	18620	0
pop_A	chr2L	16401	16500	0.0163863266413456	97	302	18430	0
pop_B	chr2L	16401	16500	0.0754747693977211	97	1391	18430	0
pop_A	chr2L	16501	16600	0.0162778079218665	97	300	18430	0
pop_B	chr2L	16501	16600	0.0633206728160607	97	1167	18430	0
pop_A	chr2L	16601	16700	0.0284640171858216	98	530	18620	0
pop_B	chr2L	16601	16700	0.1004833512352309	98	1871	18620	0
pop_A	chr2L	16701	16800	0.0205100379815518	97	378	18430	0
pop_B	chr2L	16701	16800	0.0957677699403147	97	1765	18430	0
pop_A	chr2L	16801	16900	0.0227006911217437	99	427	18810	0
pop_B	chr2L	16801	16900	0.0692716640085061	99	1303	18810	0
pop_A	chr2L	16901	17000	0.0184481823114487	97	340	18430	0
pop_B	chr2L	16901	17000	0.0877916440586001	97	1618	18430	0
pop_B	chr2L	17001	17100	0.0634237107921318	99	1193	18810	0
pop_A	chr2L	17001	17100	0.0287612971823498	99	541	18810	0
pop_A	chr2L	17101	17200	0.0225026852846401	98	419	18620	0
pop_B	chr2L	17101	17200	0.0575725026852846	98	1072	18620	0
pop_A	chr2L	17201	17300	0.0394199785177228	98	734	18620	0
pop_B	chr2L	17201	17300	0.1035982814178302	98	1929	18620	0
pop_A	chr2L	17301	17400	0.0304511278195488	98	567	18620	0
pop_B	chr2L	17301	17400	0.1055853920515574	98	1966	18620	0
pop_A	chr2L	17401	17500	0.017308735756918	97	319	18430	0
pop_B	chr2L	17401	17500	0.0863809007053716	97	1592	18430	0
pop_A	chr2L	17501	17600	0.0325456498388829	98	606	18620	0
pop_B	chr2L	17501	17600	0.1139634801288936	98	2122	18620	0
pop_A	chr2L	17601	17700	0.0304210526315789	100	578	19000	0
pop_B	chr2L	17601	17700	0.1024736842105263	100	1947	19000	0
pop_B	chr2L	17701	17800	0.0568975069252077	95	1027	18050	0
pop_A	chr2L	17701	17800	0.0156786703601108	95	283	18050	0
pop_B	chr2L	17801	17900	0.0744981009224091	97	1373	18430	0
pop_A	chr2L	17801	17900	0.0235485621269669	97	434	18430	0
pop_A	chr2L	17901	18000	0.0302083333333333	96	551	18240	0
pop_B	chr2L	17901	18000	0.0955592105263157	96	1743	18240	0
pop_A	chr2L	18001	18100	0.0171321160042964	98	319	18620	0
pop_B	chr2L	18001	18100	0.0518259935553168	98	965	18620	0
pop_A	chr2L	18101	18200	0.0198298777246145	99	373	18810	0
pop_B	chr2L	18101	18200	0.0471026049973418	99	886	18810	0
pop_A	chr2L	18201	18300	0.0267454350161117	98	498	18620	0
pop_B	chr2L	18201	18300	0.0819011815252416	98	1525	18620	0
pop_A	chr2L	18301	18400	0.0276315789473684	100	525	19000	0
pop_B	chr2L	18301	18400	0.0910526315789473	100	1730	19000	0
pop_A	chr2L	18401	18500	0.0239826370048833	97	442	18430	0
pop_B	chr2L	18401	18500	0.0742810634834509	97	1369	18430	0
pop_A	chr2L	18501	18600	0.0191919191919191	99	361	18810	0
pop_B	chr2L	18501	18600	0.0878787878787878	99	1653	18810	0
pop_B	chr2L	18601	18700	0.0470461868958109	98	876	18620	0
pop_A	chr2L	18601	18700	0.0142857142857142	98	266	18620	0
pop_A	chr2L	18701	18800	0.0252306022788931	97	465	18430	0
pop_B	chr2L	18701	18800	0.085241454150841	97	1571	18430	0
pop_A	chr2L	18801	18900	0.0139634801288936	98	260	18620	0
pop_B	chr2L	18801	18900	0.0640171858216971	98	1192	18620	0
pop_A	chr2L	18901	19000	0.0203544575725026	98	379	18620	0
pop_B	chr2L	18901	19000	0.0590225563909774	98	1099	18620	0
pop_A	chr2L	19001	19100	0.0224633749321758	97	414	18430	0
pop_B	chr2L	19001	19100	0.0921323928377645	97	1698	18430	0
pop_A	chr2L	19101	19200	0.0207202216066482	95	374	18050	0
pop_B	chr2L	19101	19200	0.0642105263157894	95	1159	18050	0
pop_A	chr2L	19201	19300	0.0305048335123523	98	568	18620	0
pop_B	chr2L	19201	19300	0.0855531686358754	98	1593	18620	0
pop_B	chr2L	19301	19400	0.0717894736842105	100	1364	19000	0
pop_A	chr2L	19301	19400	0.0338947368421052	100	644	19000	0
pop_A	chr2L	19401	19500	0.0316332067281606	97	583	18430	0
pop_B	chr2L	19401	19500	0.0855670103092783	97	1577	18430	0
pop_A	chr2L	19501	19600	0.0128947368421052	100	245	19000	0
pop_B	chr2L	19501	19600	0.0651578947368421	100	1238	19000	0
pop_A	chr2L	19601	19700	0.026695604991861	97	492	18430	0
pop_B	chr2L	19601	19700	0.0760173629951166	97	1401	18430	0
pop_A	chr2L	19701	19800	0.032	100	608	19000	0
pop_B	chr2L	19701	19800	0.1002105263157894	100	1904	19000	0
pop_A	chr2L	19801	19900	0.0217368421052631	100	413	19000	0
pop_B	chr2L	19801	19900	0.0788947368421052	100	1499	19000	0
pop_A	chr2L	19901	20000	0.0282491944146079	98	526	18620	0
pop_B	chr2L	19901	20000	0.0896348012889366	98	1669	18620	0
pop_A	chr2L	20001	20100	0.0307283359914938	99	578	18810	0
pop_B	chr2L	20001	20100	0.0874003189792663	99	1644	18810	0
pop_B	chr2L	20101	20200	0.0555073250135648	97	1023	18430	0
pop_A	chr2L	20101	20200	0.0169831795984807	97	313	18430	0
pop_A	chr2L	20201	20300	0.0306220095693779	99	576	18810	0
