pop1	pop2	chromosome	window_pos_1	window_pos_2	avg_dxy	no_sites	count_diffs	count_comparisons	count_missing
pop_A	pop_B	chr2L	13501	13600	0.079090909090909	99	3132	39600	0
pop_A	pop_B	chr2L	13601	13700	0.0707575757575757	99	2802	39600	0
pop_A	pop_B	chr2L	13701	13800	0.0448979591836734	98	1760	39200	0
pop_A	pop_B	chr2L	13801	13900	0.0736082474226804	97	2856	38800	0
pop_A	pop_B	chr2L	13901	14000	0.0645833333333333	96	2480	38400	0
pop_A	pop_B	chr2L	14001	14100	0.0435714285714285	98	1708	39200	0
pop_A	pop_B	chr2L	14101	14200	0.0620103092783505	97	2406	38800	0
pop_A	pop_B	chr2L	14201	14300	0.0482	100	1928	40000	0
pop_A	pop_B	chr2L	14301	14400	0.0476288659793814	97	1848	38800	0
pop_A	pop_B	chr2L	14401	14500	0.0565816326530612	98	2218	39200	0
pop_A	pop_B	chr2L	14501	14600	0.0602061855670103	97	2336	38800	0
pop_A	pop_B	chr2L	14601	14700	0.0637244897959183	98	2498	39200	0
pop_A	pop_B	chr2L	14701	14800	0.0605851063829787	94	2278	37600	0
pop_A	pop_B	chr2L	14801	14900	0.073041237113402	97	2834	38800	0
pop_A	pop_B	chr2L	14901	15000	0.0594329896907216	97	2306	38800	0
pop_A	pop_B	chr2L	15001	15100	0.0891237113402061	97	3458	38800	0
pop_A	pop_B	chr2L	15101	15200	0.0575	98	2254	39200	0
pop_A	pop_B	chr2L	15201	15300	0.088030303030303	99	3486	39600	0
pop_A	pop_B	chr2L	15301	15400	0.0497959183673469	98	1952	39200	0
pop_A	pop_B	chr2L	15401	15500	0.0739795918367346	98	2900	39200	0
pop_A	pop_B	chr2L	15501	15600	0.0418556701030927	97	1624	38800	0
pop_A	pop_B	chr2L	15601	15700	0.0706565656565656	99	2798	39600	0
pop_A	pop_B	chr2L	15701	15800	0.0622727272727272	99	2466	39600	0
pop_A	pop_B	chr2L	15801	15900	0.0467	100	1868	40000	0
pop_A	pop_B	chr2L	15901	16000	0.0656315789473684	95	2494	38000	0
pop_A	pop_B	chr2L	16001	16100	0.0334536082474226	97	1298	38800	0
pop_A	pop_B	chr2L	16101	16200	0.0772448979591836	98	3028	39200	0
pop_A	pop_B	chr2L	16201	16300	0.0649484536082474	97	2520	38800	0
pop_A	pop_B	chr2L	16301	16400	0.0520918367346938	98	2042	39200	0
pop_A	pop_B	chr2L	16401	16500	0.055721649484536	97	2162	38800	0
pop_A	pop_B	chr2L	16501	16600	0.049020618556701	97	1902	38800	0
pop_A	pop_B	chr2L	16601	16700	0.0779591836734693	98	3056	39200	0
pop_A	pop_B	chr2L	16701	16800	0.0711855670103092	97	2762	38800	0
pop_A	pop_B	chr2L	16801	16900	0.0534343434343434	99	2116	39600	0
pop_A	pop_B	chr2L	16901	17000	0.0649484536082474	97	2520	38800	0
pop_A	pop_B	chr2L	17001	17100	0.0565151515151515	99	2238	39600	0
pop_A	pop_B	chr2L	17101	17200	0.0500510204081632	98	1962	39200	0
pop_A	pop_B	chr2L	17201	17300	0.0870408163265306	98	3412	39200	0
pop_A	pop_B	chr2L	17301	17400	0.0826020408163265	98	3238	39200	0
pop_A	pop_B	chr2L	17401	17500	0.0632989690721649	97	2456	38800	0
pop_A	pop_B	chr2L	17501	17600	0.0878571428571428	98	3444	39200	0
pop_A	pop_B	chr2L	17601	17700	0.08145	100	3258	40000	0
pop_A	pop_B	chr2L	17701	17800	0.043	95	1634	38000	0
pop_A	pop_B	chr2L	17801	17900	0.0592268041237113	97	2298	38800	0
pop_A	pop_B	chr2L	17901	18000	0.07609375	96	2922	38400	0
pop_A	pop_B	chr2L	18001	18100	0.0413265306122449	98	1620	39200	0
pop_A	pop_B	chr2L	18101	18200	0.0394949494949494	99	1564	39600	0
pop_A	pop_B	chr2L	18201	18300	0.064438775510204	98	2526	39200	0
pop_A	pop_B	chr2L	18301	18400	0.074	100	2960	40000	0
pop_A	pop_B	chr2L	18401	18500	0.0631958762886597	97	2452	38800	0
pop_A	pop_B	chr2L	18501	18600	0.0642929292929292	99	2546	39600	0
pop_A	pop_B	chr2L	18601	18700	0.0368367346938775	98	1444	39200	0
pop_A	pop_B	chr2L	18701	18800	0.0677319587628866	97	2628	38800	0
pop_A	pop_B	chr2L	18801	18900	0.0464795918367346	98	1822	39200	0
pop_A	pop_B	chr2L	18901	19000	0.0480612244897959	98	1884	39200	0
pop_A	pop_B	chr2L	19001	19100	0.0685567010309278	97	2660	38800	0
pop_A	pop_B	chr2L	19101	19200	0.0523157894736842	95	1988	38000	0
pop_A	pop_B	chr2L	19201	19300	0.0686734693877551	98	2692	39200	0
pop_A	pop_B	chr2L	19301	19400	0.06375	100	2550	40000	0
pop_A	pop_B	chr2L	19401	19500	0.0721649484536082	97	2800	38800	0
pop_A	pop_B	chr2L	19501	19600	0.0481	100	1924	40000	0
pop_A	pop_B	chr2L	19601	19700	0.0624742268041237	97	2424	38800	0
pop_A	pop_B	chr2L	19701	19800	0.07635	100	3054	40000	0
pop_A	pop_B	chr2L	19801	19900	0.0622	100	2488	40000	0
pop_A	pop_B	chr2L	19901	20000	0.0705102040816326	98	2764	39200	0
pop_A	pop_B	chr2L	20001	20100	0.0698989898989899	99	2768	39600	0
pop_A	pop_B	chr2L	20101	20200	0.0437113402061855	97	1696	38800	0
pop_A	pop_B	chr2L	20201	20300	0.0615656565656565	99	2438	39600	0
pop_A	pop_B	chr2L	20301	20400	0.0679797979797979	99	2692	39600	0
pop_A	pop_B	chr2L	20401	20500	0.0674489795918367	98	2644	39200	0
pop_A	pop_B	chr2L	20501	20600	0.0629591836734694	98	2468	39200	0
pop_A	pop_B	chr2L	20601	20700	0.0526020408163265	98	2062	39200	0
pop_A	pop_B	chr2L	20701	20800	0.0762121212121212	99	3018	39600	0
pop_A	pop_B	chr2L	20801	20900	0.0618877551020408	98	2426	39200	0
pop_A	pop_B	chr2L	20901	21000	0.0548484848484848	99	2172	39600	0
pop_A	pop_B	chr2L	21001	21100	0.0497448979591836	98	1950	39200	0
pop_A	pop_B	chr2L	21101	21200	0.0568181818181818	99	2250	39600	0
pop_A	pop_B	chr2L	21201	21300	0.08565	100	3426	40000	0
pop_A	pop_B	chr2L	21301	21400	0.0515979381443299	97	2002	38800	0
pop_A	pop_B	chr2L	21401	21500	0.0812371134020618	97	3152	38800	0
pop_A	pop_B	chr2L	21501	21600	0.0731632653061224	98	2868	39200	0
pop_A	pop_B	chr2L	21601	21700	0.05795	100	2318	40000	0
pop_A	pop_B	chr2L	21701	21800	0.0667525773195876	97	2590	38800	0
pop_A	pop_B	chr2L	21801	21900	0.029438775510204	98	1154	39200	0
pop_A	pop_B	chr2L	21901	22000	0.059090909090909	99	2340	39600	0
pop_A	pop_B	chr2L	22001	22100	0.0621428571428571	98	2436	39200	0
pop_A	pop_B	chr2L	22101	22200	0.0641919191919191	99	2542	39600	0
pop_A	pop_B	chr2L	22201	22300	0.0626262626262626	99	2480	39600	0
pop_A	pop_B	chr2L	22301	22400	0.0879797979797979	99	3484	39600	0
pop_A	pop_B	chr2L	22401	22500	0.0628282828282828	99	2488	39600	0
pop_A	pop_B	chr2L	22501	22600	0.0824489795918367	98	3232	39200	0
pop_A	pop_B	chr2L	22601	22700	0.0544791666666666	96	2092	38400	0
pop_A	pop_B	chr2L	22701	22800	0.0692929292929293	99	2744	39600	0
pop_A	pop_B	chr2L	22801	22900	0.0462	100	1848	40000	0
pop_A	pop_B	chr2L	22901	23000	0.056701030927835	97	2200	38800	0
pop_A	pop_B	chr2L	23001	23100	0.0514795918367346	98	2018	39200	0
pop_A	pop_B	chr2L	23101	23200	0.0445959595959596	99	1766	39600	0
pop_A	pop_B	chr2L	23201	23300	0.0535051546391752	97	2076	38800	0
pop_A	pop_B	chr2L	23301	23400	0.0497	100	1988	40000	0
pop_A	pop_B	chr2L	23401	23500	0.0697979797979798	99	2764	39600	0
pop_A	pop_B	chr2L	23501	23600	0.0646875	96	2484	38400	0
pop_A	pop_B	chr2L	23601	23700	0.0713541666666666	96	2740	38400	0
pop_A	pop_B	chr2L	23701	23800	0.0323232323232323	99	1280	39600	0
pop_A	pop_B	chr2L	23801	23900	0.0603092783505154	97	2340	38800	0
pop_A	pop_B	chr2L	23901	24000	0.0594897959183673	98	2332	39200	0
pop_A	pop_B	chr2L	24001	24100	0.070721649484536	97	2744	38800	0
pop_A	pop_B	chr2L	24101	24200	0.0256565656565656	99	1016	39600	0
pop_A	pop_B	chr2L	24201	24300	0.0438888888888888	99	1738	39600	0
pop_A	pop_B	chr2L	24301	24400	0.0701530612244897	98	2750	39200	0
pop_A	pop_B	chr2L	24401	24500	0.0617676767676767	99	2446	39600	0
pop_A	pop_B	chr2L	24501	24600	0.0565656565656565	99	2240	39600	0
pop_A	pop_B	chr2L	24601	24700	0.065	99	2574	39600	0
pop_A	pop_B	chr2L	24701	24800	0.0917857142857142	98	3598	39200	0
pop_A	pop_B	chr2L	24801	24900	0.0729292929292929	99	2888	39600	0
pop_A	pop_B	chr2L	24901	25000	0.0747938144329896	97	2902	38800	0
pop_A	pop_B	chr2L	25001	25100	0.06625	96	2544	38400	0
pop_A	pop_B	chr2L	25101	25200	0.0595	100	2380	40000	0
pop_A	pop_B	chr2L	25201	25300	0.0553571428571428	98	2170	39200	0
pop_A	pop_B	chr2L	25301	25400	0.0526767676767676	99	2086	39600	0
pop_A	pop_B	chr2L	25401	25500	0.0554545454545454	99	2196	39600	0
pop_A	pop_B	chr2L	25501	25600	0.0631818181818181	99	2502	39600	0
pop_A	pop_B	chr2L	25601	25700	0.05915	100	2366	40000	0
pop_A	pop_B	chr2L	25701	25800	0.0591919191919191	99	2344	39600	0
pop_A	pop_B	chr2L	25801	25900	0.0620918367346938	98	2434	39200	0
pop_A	pop_B	chr2L	25901	26000	0.0588888888888888	99	2332	39600	0
pop_A	pop_B	chr2L	26001	26100	0.0633838383838383	99	2510	39600	0
pop_A	pop_B	chr2L	26101	26200	0.047680412371134	97	1850	38800	0
pop_A	pop_B	chr2L	26201	26300	0.0797979797979798	99	3160	39600	0
pop_A	pop_B	chr2L	26301	26400	0.0476288659793814	97	1848	38800	0
pop_A	pop_B	chr2L	26401	26500	0.06135	100	2454	40000	0
pop_A	pop_B	chr2L	26501	26600	0.0493367346938775	98	1934	39200	0
pop_A	pop_B	chr2L	26601	26700	0.0481443298969072	97	1868	38800	0
pop_A	pop_B	chr2L	26701	26800	0.0801578947368421	95	3046	38000	0
pop_A	pop_B	chr2L	26801	26900	0.04725	100	1890	40000	0
pop_A	pop_B	chr2L	26901	27000	0.06535	100	2614	40000	0
pop_A	pop_B	chr2L	27001	27100	0.0763636363636363	99	3024	39600	0
pop_A	pop_B	chr2L	27101	27200	0.065	99	2574	39600	0
pop_A	pop_B	chr2L	27201	27300	0.0698969072164948	97	2712	38800	0
pop_A	pop_B	chr2L	27301	27400	0.0414285714285714	98	1624	39200	0
pop_A	pop_B	chr2L	27401	27500	0.05955	100	2382	40000	0
pop_A	pop_B	chr2L	27501	27600	0.0584343434343434	99	2314	39600	0
pop_A	pop_B	chr2L	27601	27700	0.0762626262626262	99	3020	39600	0
pop_A	pop_B	chr2L	27701	27800	0.0579591836734693	98	2272	39200	0
pop_A	pop_B	chr2L	27801	27900	0.0679896907216494	97	2638	38800	0
pop_A	pop_B	chr2L	27901	28000	0.0576262626262626	99	2282	39600	0
pop_A	pop_B	chr2L	28001	28100	0.0649	100	2596	40000	0
pop_A	pop_B	chr2L	28101	28200	0.0426767676767676	99	1690	39600	0
pop_A	pop_B	chr2L	28201	28300	0.090204081632653	98	3536	39200	0
pop_A	pop_B	chr2L	28301	28400	0.058080808080808	99	2300	39600	0
pop_A	pop_B	chr2L	28401	28500	0.063469387755102	98	2488	39200	0
pop_A	pop_B	chr2L	28501	28600	0.0442929292929292	99	1754	39600	0
pop_A	pop_B	chr2L	28601	28700	0.0477835051546391	97	1854	38800	0
pop_A	pop_B	chr2L	28701	28800	0.0569791666666666	96	2188	38400	0
pop_A	pop_B	chr2L	28801	28900	0.0521875	96	2004	38400	0
pop_A	pop_B	chr2L	28901	29000	0.0516326530612244	98	2024	39200	0
pop_A	pop_B	chr2L	29001	29100	0.070050505050505	99	2774	39600	0
pop_A	pop_B	chr2L	29101	29200	0.0466326530612244	98	1828	39200	0
pop_A	pop_B	chr2L	29201	29300	0.0367204301075268	93	1366	37200	0
pop_A	pop_B	chr2L	29301	29400	0.0538888888888888	99	2134	39600	0
pop_A	pop_B	chr2L	29401	29500	0.0658080808080808	99	2606	39600	0
pop_A	pop_B	chr2L	29501	29600	0.0645408163265306	98	2530	39200	0
pop_A	pop_B	chr2L	29601	29700	0.0569	100	2276	40000	0
pop_A	pop_B	chr2L	29701	29800	0.03671875	96	1410	38400	0
pop_A	pop_B	chr2L	29801	29900	0.05328125	96	2046	38400	0
pop_A	pop_B	chr2L	29901	30000	0.0763131313131313	99	3022	39600	0
pop_A	pop_B	chr2L	30001	30100	0.0842783505154639	97	3270	38800	0
pop_A	pop_B	chr2L	30101	30200	0.0436597938144329	97	1694	38800	0
pop_A	pop_B	chr2L	30201	30300	0.0697959183673469	98	2736	39200	0
pop_A	pop_B	chr2L	30301	30400	0.0711	100	2844	40000	0
pop_A	pop_B	chr2L	30401	30500	0.082070707070707	99	3250	39600	0
pop_A	pop_B	chr2L	30501	30600	0.03415	100	1366	40000	0
pop_A	pop_B	chr2L	30601	30700	0.0603092783505154	97	2340	38800	0
pop_A	pop_B	chr2L	30701	30800	0.0613265306122449	98	2404	39200	0
pop_A	pop_B	chr2L	30801	30900	0.070625	96	2712	38400	0
pop_A	pop_B	chr2L	30901	31000	0.068080808080808	99	2696	39600	0
pop_A	pop_B	chr2L	31001	31100	0.0416494845360824	97	1616	38800	0
pop_A	pop_B	chr2L	31101	31200	0.0674742268041237	97	2618	38800	0
pop_A	pop_B	chr2L	31201	31300	0.0358333333333333	96	1376	38400	0
pop_A	pop_B	chr2L	31301	31400	0.0507291666666666	96	1948	38400	0
pop_A	pop_B	chr2L	31401	31500	0.0535353535353535	99	2120	39600	0
pop_A	pop_B	chr2L	31501	31600	0.0496875	96	1908	38400	0
pop_A	pop_B	chr2L	31601	31700	0.0628350515463917	97	2438	38800	0
pop_A	pop_B	chr2L	31701	31800	0.0458673469387755	98	1798	39200	0
pop_A	pop_B	chr2L	31801	31900	0.0594444444444444	99	2354	39600	0
pop_A	pop_B	chr2L	31901	32000	0.0652061855670103	97	2530	38800	0
pop_A	pop_B	chr2L	32001	32100	0.0461111111111111	99	1826	39600	0
pop_A	pop_B	chr2L	32101	32200	0.08453125	96	3246	38400	0
pop_A	pop_B	chr2L	32201	32300	0.0469191919191919	99	1858	39600	0
pop_A	pop_B	chr2L	32301	32400	0.062061855670103	97	2408	38800	0
pop_A	pop_B	chr2L	32401	32500	0.0454639175257731	97	1764	38800	0
pop_A	pop_B	chr2L	32501	32600	0.0370918367346938	98	1454	39200	0
pop_A	pop_B	chr2L	32601	32700	0.0558080808080808	99	2210	39600	0
pop_A	pop_B	chr2L	32701	32800	0.066340206185567	97	2574	38800	0
pop_A	pop_B	chr2L	32801	32900	0.0703092783505154	97	2728	38800	0
pop_A	pop_B	chr2L	32901	33000	0.0471717171717171	99	1868	39600	0
pop_A	pop_B	chr2L	33001	33100	0.0666494845360824	97	2586	38800	0
pop_A	pop_B	chr2L	33101	33200	0.0599484536082474	97	2326	38800	0
pop_A	pop_B	chr2L	33201	33300	0.066010101010101	99	2614	39600	0
pop_A	pop_B	chr2L	33301	33400	0.0357	100	1428	40000	0
pop_A	pop_B	chr2L	33401	33500	0.051060606060606	99	2022	39600	0
pop_A	pop_B	chr2L	33501	33600	0.0598484848484848	99	2370	39600	0
pop_A	pop_B	chr2L	33601	33700	0.0644444444444444	99	2552	39600	0
pop_A	pop_B	chr2L	33701	33800	0.0746969696969696	99	2958	39600	0
pop_A	pop_B	chr2L	33801	33900	0.08135	100	3254	40000	0
pop_A	pop_B	chr2L	33901	34000	0.0828061224489795	98	3246	39200	0
pop_A	pop_B	chr2L	34001	34100	0.0732828282828282	99	2902	39600	0
pop_A	pop_B	chr2L	34101	34200	0.0519072164948453	97	2014	38800	0
pop_A	pop_B	chr2L	34201	34300	0.0744736842105263	95	2830	38000	0
pop_A	pop_B	chr2L	34301	34400	0.0588888888888888	99	2332	39600	0
pop_A	pop_B	chr2L	34401	34500	0.0560714285714285	98	2198	39200	0
pop_A	pop_B	chr2L	34501	34600	0.077704081632653	98	3046	39200	0
pop_A	pop_B	chr2L	34601	34700	0.0651515151515151	99	2580	39600	0
pop_A	pop_B	chr2L	34701	34800	0.0476020408163265	98	1866	39200	0
pop_A	pop_B	chr2L	34801	34900	0.05578125	96	2142	38400	0
pop_A	pop_B	chr2L	34901	35000	0.0712626262626262	99	2822	39600	0
pop_A	pop_B	chr2L	35001	35100	0.0284183673469387	98	1114	39200	0
pop_A	pop_B	chr2L	35101	35200	0.0554591836734693	98	2174	39200	0
pop_A	pop_B	chr2L	35201	35300	0.0492929292929292	99	1952	39600	0
pop_A	pop_B	chr2L	35301	35400	0.0462244897959183	98	1812	39200	0
pop_A	pop_B	chr2L	35401	35500	0.0453125	96	1740	38400	0
